GeneID	codechain	code	chain	TM	RMSD	AApc	Cov	Cscore	C_sd	TM_model	TM_model_sd	RMSD_model	RMSD_model_sd	GDB_AA	seq.ssLen	nHrc	nErc	nCrc	strucSum	strpPDB_AA	PDB_AA	Species	Molecule
2705	GL50803_25051	1f5nA2	1F5N	A	0.6611	2.75	0.063	0.9634	-2.22	1.14244	0.45	0.15	8.2	4.5	82	82	65	0	17	82	592	592	Homo_sapiens	INTERFERON-INDUCED_GUANYLATE-BINDING_PROTEIN_1
2706	GL50803_25071	4k1pA	4K1P	A	0.8729	1.84	0.097	0.9298	-2.75	0.973682	0.4	0.13	13.1	4.2	342	342	306	0	36	342	360	360	Bacillus_cereus	NheA
2707	GL50803_25075	4btgA	4BTG	A	0.8775	2.5	0.121	0.9288	-2.58	0.270481	0.42	0.14	14.8	3.6	773	773	239	5	529	773	761	761	Pseudomonas_phage_phi6	MAJOR_INNER_PROTEIN_P1
2708	GL50803_2508	3wj8A	3WJ8	A	0.7844	2.64	0.105	0.8925	-3.73	0.945664	0.31	0.1	15.4	3.4	307	307	208	0	99	307	301	301	Methylobacterium_sp._CPA1	DL-2-haloacid_dehalogenase
2709	GL50803_25080	4dlfA	4DLF	A	0.805	2.4	0.11	0.8893	-3.3	0.800665	0.35	0.12	14.3	3.8	307	307	189	5	113	307	303	303	Burkholderia_multivorans_ATCC_17616	Amidohydrolase_2
2710	GL50803_2509	3l2oA	3L2O	A	0.8619	1.72	0.191	0.9592	-0.16	2.78674	0.69	0.12	5	3.3	147	147	130	4	13	147	149	149	Homo_sapiens	S-phase_kinase-associated_protein_1
2711	GL50803_25128	3lpaA	3LPA	A	0.665	1.82	0.025	0.9524	-1.81	0.939183	0.5	0.15	5.9	3.7	42	42	23	0	19	42	340	340	Dichelobacter_nodosus_VCS1703A	Acidic_extracellular_subtilisin-like_protease_AprV2
2712	GL50803_25205	4acqA	4ACQ	A	0.898	2.37	0.098	0.927	-1.87	0.159675	0.49	0.15	14.2	3.8	1246	1246	327	33	886	1246	1451	1451	Homo_sapiens	ALPHA-2-MACROGLOBULIN
2713	GL50803_2523	3ugmA	3UGM	A	0.746	5.7	0.064	0.9721	-2.31	0.281894	0.44	0.14	14	3.9	754	754	346	2	406	754	1047	1047	Xanthomonas_oryzae_pv._oryzae_PXO99A	TAL_effector_AvrBs3/PthA
2714	GL50803_25235	4c0oA	4C0O	A	0.8744	2.9	0.086	0.9827	-3.66	0.307467	0.31	0.1	16.4	3	463	463	257	6	200	463	923	923	Homo_sapiens	TRANSPORTIN-3
2715	GL50803_2527	4k1pA	4K1P	A	0.8646	2.74	0.112	0.9756	-1.81	1.35221	0.5	0.15	10.6	4.6	328	328	297	0	31	328	360	360	Bacillus_cereus	NheA
2716	GL50803_2538	4iw0A	4IW0	A	0.8211	1.61	0.116	0.843	-2.93	0.243097	0.38	0.13	15.4	3.4	675	675	158	19	498	675	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
2717	GL50803_2548	4k17A	4K17	A	0.6933	4.89	0.131	0.8978	-3.74	0.439117	0.31	0.1	16.8	2.8	499	499	380	0	119	499	669	669	Mus_musculus	Leucine-rich_repeat-containing_protein_16A
2718	GL50803_2549	4k1pA	4K1P	A	0.8839	1.77	0.068	0.9551	-2.81	0.933145	0.39	0.13	12.4	4.3	245	245	196	1	48	245	360	360	Bacillus_cereus	NheA
2719	GL50803_2554	2bg9A2	2BG9	A	0.7086	2.19	0.068	0.9833	-1.73	1.07768	0.5	0.15	6.5	3.9	60	60	51	0	9	60	370	370	Torpedo_marmorata	ACETYLCHOLINE_RECEPTOR_PROTEIN,_ALPHA_CHAIN
2720	GL50803_2555	3vibA	3VIB	A	0.7966	2.37	0.109	0.9115	-2.63	1.22839	0.41	0.14	11.3	4.5	192	192	146	0	46	192	210	210	Neisseria_gonorrhoeae	MtrR
2721	GL50803_2556	2ch7A	2CH7	A	0.878	1.39	0.085	1	-1.61	1.0297	0.52	0.15	7.2	4.2	94	94	89	0	5	94	309	309	Thermotoga_maritima	METHYL-ACCEPTING_CHEMOTAXIS_PROTEIN
2722	GL50803_25590	4dlpA2	4DLP	A	0.683	2.03	0.024	0.9762	-1.73	1.1691	0.5	0.15	5.7	3.6	42	42	25	0	17	42	536	536	Brucella_abortus_2308	Aminoacyl-tRNA_synthetase,_class_I:Aminoacyl-tRNA_synthetase,_class_Ia:Methionyl-tRNA_synthetase,_class_Ia
2723	GL50803_2562	4bzjA	4BZJ	A	0.579	2.97	0.158	0.6143	-2.38	0.0820731	0.44	0.14	15	3.5	1024	1024	313	18	693	1024	1273	1273	Saccharomyces_cerevisiae	PROTEIN_TRANSPORT_PROTEIN_SEC31
2724	GL50803_25698	3a5cA	3A5C	A	0.6223	2.9	0.087	0.9583	-2.22	1.17873	0.45	0.15	7.9	4.4	72	72	44	2	26	72	578	578	Thermus_thermophilus_HB8	V-type_ATP_synthase_alpha_chain
2725	GL50803_25713	1x0tA	1X0T	A	0.7145	1.33	0.213	0.7921	-0.42	2.16522	0.66	0.13	4.8	3.1	101	101	58	2	41	101	120	120	Pyrococcus_horikoshii_OT3	Ribonuclease_P_protein_component_4
2726	GL50803_25715	1vmaA	1VMA	A	0.5663	4.49	0.14	0.8207	-3.83	0.521214	0.3	0.1	14.3	3.8	184	184	117	0	67	184	306	306	Thermotoga_maritima	cell_division_protein_FtsY
2727	GL50803_2572	3zheB	3ZHE	B	0.7762	3.26	0.083	0.8894	-3.61	0.366573	0.32	0.11	16.1	3.1	434	434	229	2	203	434	395	395	Caenorhabditis_elegans	PROTEIN_SMG-7
2728	GL50803_25777	3kavC	3KAV	C	0.8408	1.36	0.196	0.9293	-1.34	0.945423	0.55	0.15	6.7	4	99	99	67	0	32	99	140	140	Pseudomonas_aeruginosa	uncharacterized_protein_PA2107
2729	GL50803_25809	3kaeA	3KAE	A	0.821	2.12	0.13	0.9068	-3.31	0.665775	0.35	0.12	13.6	4	236	236	165	1	70	236	242	242	Encephalitozoon_cuniculi	Possible_protein_of_nuclear_scaffold
2730	GL50803_25855	3tnuA	3TNU	A	0.9547	0.6	0.048	1	-1.36	0.843787	0.55	0.15	5.7	3.6	62	62	54	0	8	62	131	131	Homo_sapiens	Keratin,_type_I_cytoskeletal_14
2731	GL50803_25872	4i1mA	4I1M	A	0.7387	2.95	0.105	0.9257	-3.27	0.841085	0.35	0.12	12.7	4.3	175	175	73	0	102	175	302	302	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	LepB
2732	GL50803_25913	3wiqA	3WIQ	A	0.6217	3.61	0.066	0.9023	-3.04	0.706728	0.37	0.13	11.4	4.5	133	133	84	0	49	133	764	764	Caldicellulosiruptor_saccharolyticus_DSM_8903	Kojibiose_phosphorylase
2733	GL50803_25954	2b6cB	2B6C	B	0.6679	2.44	0.064	0.9167	-2.74	0.884656	0.4	0.13	9.5	4.6	84	84	52	0	32	84	220	220	Enterococcus_faecalis	hypothetical_protein_EF3068
2734	GL50803_2597	3cw1E	3CW1	E	0.7497	1.51	0.216	0.8706	0.46	0.217108	0.77	0.1	2.8	2	85	85	27	6	52	85	92	92	Homo_sapiens	Small_nuclear_ribonucleoprotein_E
2735	GL50803_2605	3zpjA	3ZPJ	A	0.7957	2.2	0.12	0.8546	-2.83	1.86586	0.39	0.13	13.7	4	399	399	332	0	67	399	359	359	Thermococcus_onnurineus_NA1	TON_1535
2736	GL50803_26129	3i9wA	3I9W	A	0.8441	1.22	0.057	1	-1.28	1.0221	0.56	0.15	5.2	3.4	53	53	35	0	18	53	290	290	Escherichia_coli_K-12	Sensor_protein_torS
2737	GL50803_2616	4bj1A	4BJ1	A	0.8139	2.25	0.163	0.9811	-1.15	1.51259	0.57	0.15	6.4	3.9	106	106	79	0	27	106	319	319	Saccharomyces_cerevisiae_S288c	PROTEIN_RIF2
2738	GL50803_2619	4e6hA	4E6H	A	0.7951	1.08	0.05	0.9756	-1.1	1.02127	0.58	0.14	4.3	2.9	41	41	32	0	9	41	679	679	Kluyveromyces_lactis_NRRL_Y-1140	mRNA_3'-end-processing_protein_RNA14
2739	GL50803_26228	3otrA	3OTR	A	0.6134	2.12	0.121	0.9429	-1.98	0.840395	0.48	0.15	5.8	3.6	35	35	15	0	20	35	452	452	Toxoplasma_gondii_ME49	Enolase
2740	GL50803_26298	4jzbA	4JZB	A	0.6332	3.06	0.051	0.9114	-2.48	0.484438	0.43	0.14	8.8	4.6	79	79	69	0	10	79	362	362	Leishmania_major	Farnesyl_pyrophosphate_synthase
2741	GL50803_2631	4fz4A	4FZ4	A	0.7855	1.64	0.118	0.8398	-2.55	0.924589	0.42	0.14	10.9	4.6	181	181	98	0	83	181	154	154	Streptococcus_suis_98HAH33	Uncharacterized_protein_conserved_in_bacteria
2742	GL50803_26311	1r9jB1	1R9J	B	0.682	1.62	0.091	0.9167	-0.92	0.525928	0.6	0.14	3.8	2.6	36	36	22	0	14	36	673	673	Leishmania_mexicana_mexicana	transketolase
2743	GL50803_2632	1is2A2	1IS2	A	0.867	2.58	0.122	0.9619	-3.06	1.13844	0.37	0.13	13.4	4	289	289	202	2	85	289	661	661	Rattus_norvegicus	acyl-CoA_oxidase
2744	GL50803_2633	3b5wA	3B5W	A	0.6383	3.51	0.033	0.9147	-4.32	0.180377	0.26	0.08	14.7	3.6	129	129	79	0	50	129	582	582	Escherichia_coli	Lipid_A_export_ATP-binding/permease_protein_msbA
2745	GL50803_26364	4kvmA	4KVM	A	0.8972	3.06	0.109	0.9855	-1.96	0.77829	0.48	0.15	12.6	4.3	621	621	440	2	179	621	734	734	Schizosaccharomyces_pombe_972h-	N-terminal_acetyltransferase_A_complex_subunit_nat1
2746	GL50803_26369	2z8fA2	2Z8F	A	0.5656	2.82	0.091	0.875	-2.36	1.21926	0.44	0.14	7.7	4.3	56	56	19	0	37	56	412	412	Bifidobacterium_longum	Galacto-N-biose/lacto-N-biose_I_transporter_substrate-binding_protein
2747	GL50803_26379	4iggA	4IGG	A	0.5913	3.98	0.064	0.8767	-4.19	0.495919	0.27	0.08	14.7	3.6	146	146	115	2	29	146	832	832	Homo_sapiens	Catenin_alpha-1
2748	GL50803_26435	3c3lA	3C3L	A	0.7464	3.21	0.116	0.8959	-3.06	1.04469	0.37	0.13	12.7	4.2	221	221	141	0	80	221	1117	1117	synthetic	Virion_RNA_polymerase
2749	GL50803_26439	2b64T	2B64	T	0.7238	2.41	0.039	1	-1.4	1.19985	0.54	0.15	6.3	3.8	77	77	56	4	17	77	106	106	Thermus_thermophilus_HB8	30S_ribosomal_protein_S20
2750	GL50803_26442	1cg5A	1CG5	A	0.5418	3.23	0.038	0.881	-3.79	0.351716	0.3	0.1	12.1	4.4	84	84	29	3	52	84	141	141	Dasyatis_akajei	PROTEIN_(HEMOGLOBIN)
2751	GL50803_26497	1w5tB	1W5T	B	0.5361	2.77	0.077	0.9024	-2	0.740486	0.48	0.15	6.2	3.8	41	41	14	0	27	41	412	412	Aeropyrum_pernix	ORC2
2752	GL50803_26587	3c3lA3	3C3L	A	0.5483	2.41	0.024	0.878	-1.87	0.420333	0.49	0.15	5.9	3.7	41	41	20	3	18	41	1117	1117	synthetic	Virion_RNA_polymerase
2753	GL50803_26589	2ynsA	2YNS	A	0.8807	2.37	0.117	0.9594	-2.27	1.19528	0.45	0.14	11.9	4.5	345	345	257	0	88	345	490	490	Oryza_sativa_Japonica_Group	IMPORTIN_SUBUNIT_ALPHA-1A
2754	GL50803_26603	2gfnB	2GFN	B	0.61	3.95	0.109	0.8436	-4.23	0.536231	0.27	0.08	15.3	3.4	179	179	99	2	78	179	209	209	Rhodococcus_jostii_RHA1	HTH-type_transcriptional_regulator_pksA_related_protein
2755	GL50803_26631	2p6pA1	2P6P	A	0.5836	4.26	0.089	0.8816	-2.84	0.838246	0.39	0.13	11.2	4.6	152	152	46	0	106	152	384	384	Streptomyces_fradiae	Glycosyl_transferase
2756	GL50803_26679	3keyA	3KEY	A	0.6048	3.02	0.21	0.8211	-2.75	0.746914	0.4	0.13	9.8	4.6	95	95	83	0	12	95	185	185	Saccharomyces_cerevisiae	Protein_STN1
2757	GL50803_26739	3ddpD	3DDP	D	0.7776	2.77	0.125	0.9091	-2.96	1.05674	0.38	0.13	13	4.2	264	264	195	0	69	264	268	268	Bos_taurus	Cyclin-A2
2758	GL50803_26749	2e9xC	2E9X	C	0.8126	1.37	0.16	0.849	0.14	1.04465	0.73	0.11	5	3.2	192	192	136	0	56	192	219	219	Homo_sapiens	GINS_complex_subunit_3
2759	GL50803_26775	2e5vA1	2E5V	A	0.6044	2.47	0.075	0.9	-1.64	1.26021	0.51	0.15	5.4	3.4	40	40	19	2	19	40	472	472	Sulfolobus_tokodaii	L-aspartate_oxidase
2760	GL50803_26798	2qfaB	2QFA	B	0.9623	0.4	0.047	1	-0.69	1.71734	0.63	0.14	3.6	2.5	43	43	33	0	10	43	62	62	Homo_sapiens	Borealin
2761	GL50803_26819	2aplA	2APL	A	0.8105	1.44	0.135	0.9474	-1.44	1.10413	0.54	0.15	6.3	3.9	76	76	53	0	23	76	157	157	Porphyromonas_gingivalis_W83	hypothetical_protein_PG0816
2762	GL50803_26835	1cfzA	1CFZ	A	0.6549	3.42	0.093	0.8519	-3.33	0.675141	0.34	0.12	12.6	4.3	162	162	102	3	57	162	162	162	Escherichia_coli	HYDROGENASE_2_MATURATION_PROTEASE
2763	GL50803_26838	3umvA	3UMV	A	0.4886	5.59	0.046	0.8235	-4.03	0.427944	0.28	0.09	15.1	3.5	204	204	165	2	37	204	506	506	Oryza_sativa_Japonica_Group	Deoxyribodipyrimidine_photo-lyase
2764	GL50803_26847	2o42A	2O42	A	0.6469	2.24	0.079	0.95	-1.4	0.964041	0.54	0.15	4.9	3.2	40	40	23	0	17	40	144	144	Myxoma_virus	M11L_protein
2765	GL50803_26915	2pbxA	2PBX	A	0.8492	1.98	0.132	0.951	-1.64	1.5211	0.51	0.15	8.2	4.5	143	143	97	3	43	143	203	203	Vibrio_cholerae_2740-80	Hemagglutinin/protease_regulatory_protein
2766	GL50803_26917	4bwzA2	4BWZ	A	0.6756	3.21	0.135	0.85	-2.67	0.665931	0.41	0.14	11.7	4.5	220	220	190	0	30	220	394	394	Thermus_thermophilus	NA(+)/H(+)_ANTIPORTER
2767	GL50803_2692	4c0oA	4C0O	A	0.9489	1.69	0.112	0.9922	-1.87	1.24652	0.49	0.15	11.1	4.6	386	386	204	0	182	386	923	923	Homo_sapiens	TRANSPORTIN-3
2768	GL50803_26954	1cunA	1CUN	A	0.9464	0.46	0.054	1	-0.35	2.57976	0.67	0.13	2.7	2	37	37	27	0	10	37	213	213	Gallus_gallus	PROTEIN_(ALPHA_SPECTRIN)
2769	GL50803_26955	2x1gF	2X1G	F	0.9086	2.25	0.112	0.9866	-3.43	0.383927	0.34	0.11	14.5	3.7	299	299	233	2	64	299	971	971	Drosophila_melanogaster	CADMUS
2770	GL50803_26988	2a7uB	2A7U	B	0.7507	2.17	0.14	0.9174	-1.48	0.991915	0.53	0.15	7.2	4.2	109	109	100	0	9	109	134	134	Escherichia_coli_O157H7	ATP_synthase_delta_chain
2771	GL50803_27016	4av3A3	4AV3	A	0.6064	3.23	0.043	0.8526	-2.91	0.720017	0.38	0.13	10.2	4.6	95	95	66	3	26	95	735	735	Thermotoga_maritima	K(+)-STIMULATED_PYROPHOSPHATE-ENERGIZED_SODIUM_PUMP
2772	GL50803_27024	4ackA	4ACK	A	0.8587	2.06	0.139	0.9664	-1.21	1.76211	0.56	0.15	7.3	4.2	149	149	123	0	26	149	185	185	Francisella_tularensis_subsp._novicida_U112	TSSL
2773	GL50803_27027	1pevA	1PEV	A	0.7743	2.89	0.083	0.8361	-1.31	0.760484	0.55	0.15	11	4.6	653	653	273	29	351	653	611	611	Caenorhabditis_elegans	Actin_interacting_protein_1
2774	GL50803_27028	2j5cB	2J5C	B	0.5193	3.3	0.125	0.8788	-2.35	0.922206	0.44	0.14	8	4.4	66	66	31	0	35	66	569	569	Salvia_fruticosa	1,8-CINEOLE_SYNTHASE
2775	GL50803_27035	2d4cB	2D4C	B	0.7514	2.37	0.063	0.908	-2.27	0.787137	0.45	0.14	8.5	4.5	87	87	62	3	22	87	256	256	Homo_sapiens	SH3-containing_GRB2-like_protein_2
2776	GL50803_27055	4gprA	4GPR	A	0.9731	0.53	0.224	0.9862	1.56	0	0.93	0.06	1.8	1.5	145	145	65	1	79	145	151	151	Entamoeba_histolytica	Ubiquitin-conjugating_enzyme_family_protein
2777	GL50803_27056	3jrtA	3JRT	A	0.8544	1.86	0.149	0.9625	-1.49	1.83633	0.53	0.15	8.1	4.4	160	160	100	0	60	160	192	192	Vibrio_paracholerae	Integron_cassette_protein_Vpc_cass2
2778	GL50803_27059	1iruW	1IRU	W	0.7311	1.23	0.417	0.7473	-2.13	0.331578	0.46	0.15	10.9	4.6	273	273	117	4	152	273	234	234	Bos_taurus	20S_proteasome
2779	GL50803_27088	1ls4A	1LS4	A	0.6124	3.15	0.152	0.7523	-4.15	0.37828	0.27	0.08	15.7	3.3	218	218	127	0	91	218	180	180	Locusta_migratoria	Apolipophorin-III
2780	GL50803_2710	2j6aA	2J6A	A	0.7404	2.67	0.167	0.9756	-0.89	0.97392	0.6	0.14	6.2	3.8	123	123	98	0	25	123	141	141	Saccharomyces_cerevisiae	PROTEIN_TRM112
2781	GL50803_27124	2x0gA1	2X0G	A	0.7884	2.09	0.182	0.9625	-0.48	1.09261	0.65	0.13	4.4	2.9	80	80	44	0	36	80	334	334	Homo_sapiens	DEATH-ASSOCIATED_PROTEIN_KINASE_1
2782	GL50803_27125	3tshA	3TSH	A	0.624	3.57	0.074	0.903	-3.11	0.825314	0.36	0.12	11.6	4.5	134	134	53	0	81	134	500	500	Phleum_pratense	Pollen_allergen_Phl_p_4
2783	GL50803_27129	2j8sA3	2J8S	A	0.5491	4.55	0.048	0.9528	-3.02	0.515961	0.37	0.13	11.2	4.6	127	127	76	0	51	127	1055	1055	Escherichia_coli_K-12	ACRIFLAVINE_RESISTANCE_PROTEIN_B
2784	GL50803_27141	2x1gF	2X1G	F	0.6336	3.55	0.024	0.9111	-4	0.329278	0.29	0.09	13.9	3.9	135	135	84	0	51	135	971	971	Drosophila_melanogaster	CADMUS
2785	GL50803_27147	3gqqD	3GQQ	D	0.9035	1.43	0.202	0.9702	1.18	0.808866	0.88	0.07	2.7	2	168	168	84	5	79	168	195	195	Homo_sapiens	Protein_unc-119_homolog_A
2786	GL50803_27193	3um7A1	3UM7	A	0.7812	2.57	0.118	0.9708	-1.9	1.26078	0.49	0.15	8.7	4.5	137	137	124	0	13	137	309	309	Homo_sapiens	Potassium_channel_subfamily_K_member_4
2787	GL50803_27238	1dceA	1DCE	A	0.6856	2.13	0.074	0.9189	-2.41	0.807876	0.43	0.14	8.4	4.5	74	74	64	0	10	74	567	567	Rattus_norvegicus	PROTEIN_(RAB_GERANYLGERANYLTRANSFERASE_ALPHA_SUBUNIT)
2788	GL50803_27266	2wlbA	2WLB	A	0.7609	0.6	0.359	0.7744	-0.33	1.69786	0.67	0.13	5.2	3.3	133	133	39	7	87	133	103	103	Schizosaccharomyces_pombe	ELECTRON_TRANSFER_PROTEIN_1,_MITOCHONDRIAL
2789	GL50803_27293	4c0oA2	4C0O	A	0.9006	2.35	0.122	0.9776	-2.58	0.699817	0.42	0.14	13.1	4.2	402	402	234	0	168	402	923	923	Homo_sapiens	TRANSPORTIN-3
2790	GL50803_27308	1re6A	1RE6	A	0.542	1.13	0.234	0.5663	-2.66	0.366497	0.41	0.14	11	4.6	166	166	116	8	42	166	94	94	Mus_musculus	dynein_light_chain_2
2791	GL50803_27310	3fp3A	3FP3	A	0.76	2.2	0.14	0.8007	-1.62	0.3706	0.52	0.15	11.5	4.5	587	587	539	0	48	587	537	537	Saccharomyces_cerevisiae	TPR_repeat-containing_protein_YHR117W
2792	GL50803_27318	2e9fB1	2E9F	B	0.6643	1.98	0.045	0.9545	-1.98	0.665991	0.48	0.15	6.3	3.9	44	44	21	0	23	44	462	462	Thermus_thermophilus_HB8	Argininosuccinate_lyase
2793	GL50803_27364	3lzcA	3LZC	A	0.6871	2.62	0.159	0.7546	-3.22	0.612255	0.35	0.12	15	3.5	432	432	257	1	174	432	378	378	Pyrococcus_horikoshii	Dph2
2794	GL50803_27376	3w3tA2	3W3T	A	0.5461	2.3	0.125	0.9143	-1.26	1.08306	0.56	0.15	4.4	2.9	35	35	11	2	22	35	1078	1078	Saccharomyces_cerevisiae_S288c	Importin_subunit_beta-3
2795	GL50803_27423	3wfoA	3WFO	A	0.5541	3.73	0.079	0.8148	-2.95	0.523427	0.38	0.13	11.2	4.6	135	135	93	0	42	135	525	525	Aquifex_aeolicus_VF5	Poly_A_polymerase
2796	GL50803_27446	4c0dA	4C0D	A	0.6564	3.46	0.038	0.872	-4.12	0.352897	0.28	0.09	14.8	3.6	164	164	115	0	49	164	812	812	Homo_sapiens	CCR4-NOT_TRANSCRIPTION_COMPLEX_SUBUNIT_1
2797	GL50803_27472	3rrcA	3RRC	A	0.6845	2.17	0.044	0.9574	-1.04	1.47799	0.58	0.14	4.5	3	47	47	24	0	23	47	317	317	Plasmodium_vivax_Sal-1	Duffy_receptor
2798	GL50803_2750	4mj7A	4MJ7	A	0.8006	1.17	0.216	0.8407	-0.57	0.971831	0.64	0.13	6.3	3.9	182	182	115	2	65	182	159	159	Saccharomyces_cerevisiae_S288c	rRNA-processing_protein_UTP23
2799	GL50803_27500	4n0nA	4N0N	A	0.6348	3.76	0.132	0.9113	-2.43	0.988846	0.43	0.14	9.7	4.6	124	124	67	0	57	124	423	423	Equine_arteritis_virus_Bucyrus	Replicase_polyprotein_1ab
2800	GL50803_27521	1kx5C	1KX5	C	0.9269	1.18	0.423	0.9758	1.15	2.40052	0.87	0.07	2.2	1.7	124	124	88	0	36	124	128	128	Xenopus_laevis	histone_H2A.1
2801	GL50803_2753	2akcB	2AKC	B	0.8173	1.26	0.123	0.8617	-0.75	1.05181	0.62	0.14	6.8	4	188	188	160	0	28	188	230	230	Salmonella_enterica_subsp._enterica_serovar_Typhimurium	class_A_nonspecific_acid_phosphatase_PhoN
2802	GL50803_2754	3nowA	3NOW	A	0.8226	3.09	0.11	0.9626	-3.01	0.721654	0.37	0.13	13.4	4.1	294	294	228	0	66	294	810	810	Drosophila_melanogaster	UNC-45_protein,_SD10334p
2803	GL50803_27543	2raeA	2RAE	A	0.7438	2.51	0.088	0.8462	-2.11	0.8687	0.46	0.15	10.3	4.6	221	221	173	0	48	221	207	207	Rhodococcus_jostii_RHA1	Transcriptional_regulator,_AcrR_family_protein
2804	GL50803_27583	4bszB	4BSZ	B	0.8212	1.36	0.162	0.9577	0.07	1.42331	0.72	0.11	3.2	2.2	71	71	58	3	10	71	202	202	Saccharomyces_cerevisiae_W303	ANKYRIN_REPEAT-CONTAINING_PROTEIN_YAR1
2805	GL50803_27602	3ea5B	3EA5	B	0.8629	2.42	0.083	0.9089	-2.93	0.3706	0.38	0.13	16.1	3.1	845	845	328	3	514	845	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
2806	GL50803_27614	3k7oA	3K7O	A	0.9672	0.86	0.428	1	1.87	0	0.98	0.05	1.2	1.2	145	145	87	5	53	145	179	179	Trypanosoma_cruzi	Ribose_5-phosphate_isomerase
2807	GL50803_27635	1wpiA	1WPI	A	0.5859	3.82	0.096	0.8837	-3.83	0.66286	0.3	0.1	13.3	4.1	129	129	45	4	80	129	133	133	Saccharomyces_cerevisiae	Hypothetical_15.6_kDa_protein_in_NAP1-TRK2_intergenic_region
2808	GL50803_27652	2qj0A	2QJ0	A	0.6207	3.98	0.057	0.9301	-3.05	0.798614	0.37	0.13	11.6	4.5	143	143	87	0	56	143	982	982	Saccharomyces_cerevisiae	Ubiquitin_conjugation_factor_E4
2809	GL50803_27657	2hxiB	2HXI	B	0.6614	3.6	0.112	0.8454	-3.64	0.557229	0.32	0.1	13.9	3.9	194	194	80	0	114	194	241	241	Streptomyces_coelicolor_A3(2)	Putative_transcriptional_regulator
2810	GL50803_27658	3ihuA	3IHU	A	0.6647	3.42	0.132	0.906	-3.08	0.708198	0.37	0.12	11.8	4.5	149	149	100	0	49	149	222	222	Ralstonia_eutropha_JMP134	Transcriptional_regulator,_GntR_family
2811	GL50803_27694	4f61I	4F61	I	0.678	2.97	0.057	0.8897	-1.95	1.00427	0.48	0.15	8.8	4.6	136	136	100	0	36	136	240	240	synthetic_construct	Stathmin-like_domain_R4
2812	GL50803_27696	3hzjC	3HZJ	C	0.7594	2.67	0.118	0.9769	-3.12	0.588027	0.36	0.12	11.5	4.5	130	130	113	2	15	130	310	310	Homo_sapiens	RAB_GTPase-activating_protein_1-like
2813	GL50803_27699	3p8cA	3P8C	A	0.5055	3.75	0.08	0.7656	-3.28	0.396414	0.35	0.12	11.9	4.4	128	128	91	0	37	128	1253	1253	Homo_sapiens	Cytoplasmic_FMR1-interacting_protein_1
2814	GL50803_27703	1jidA	1JID	A	0.5604	3.27	0.106	0.7938	-2.58	0.941985	0.42	0.14	9.5	4.6	97	97	36	1	60	97	128	128	SIGNAL_RECOGNITION_PARTICLE_19_KDA_PROTEIN	Homo
2815	GL50803_27713	2nraC	2NRA	C	0.5229	3.9	0.058	0.8276	-3.83	0.340024	0.3	0.1	13.1	4.2	116	116	74	0	42	116	276	276	PI_protein	Escherichia
2816	GL50803_27724	4jqpA	4JQP	A	0.4959	4.35	0.034	0.913	-2.16	1.09774	0.46	0.15	8.4	4.5	92	92	18	0	74	92	342	342	Burkholderia_phymatum_STM815	4-hydroxythreonine-4-phosphate_dehydrogenase
2817	GL50803_27735	3gjxA	3GJX	A	0.7582	5.18	0.062	0.9327	-2.39	0.201435	0.44	0.14	14.4	3.7	817	817	413	26	378	817	1073	1073	Mus_musculus	Exportin-1
2818	GL50803_27739	3on4A	3ON4	A	0.6966	3.43	0.089	0.9387	-2.52	1.09605	0.42	0.14	10.6	4.6	163	163	141	0	22	163	191	191	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Transcriptional_regulator,_TetR_family
2819	GL50803_27747	2i96A	2I96	A	0.6789	1.93	0.245	0.7794	-0.6	0.81355	0.64	0.13	5.8	3.6	136	136	71	0	65	136	108	108	Homo_sapiens	Cytochrome_b5
2820	GL50803_2777	3o10A	3O10	A	0.7287	2.72	0.127	0.9	-1.88	0.870402	0.49	0.15	8.7	4.5	140	140	119	0	21	140	141	141	Homo_sapiens	Sacsin
2821	GL50803_27793	1yyuA	1YYU	A	0.5591	3.57	0.068	0.9605	-2.17	1.30573	0.46	0.15	7.9	4.4	76	76	24	0	52	76	374	374	Fusarium_sporotrichioides	Trichodiene_synthase
2822	GL50803_27806	3gq2A	3GQ2	A	0.4576	5.06	0.056	0.7423	-3.24	0.284563	0.35	0.12	12.9	4.2	194	194	134	0	60	194	651	651	Bos_taurus	General_vesicular_transport_factor_p115
2823	GL50803_27827	4mu6A	4MU6	A	0.848	1.78	0.09	0.902	-2.69	0.759984	0.4	0.14	12.5	4.3	296	296	194	1	101	296	367	367	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Kinectin_1_(Kinesin_receptor)
2824	GL50803_27835	4ldgA	4LDG	A	0.5202	3.83	0.071	0.8349	-3.1	0.515853	0.37	0.12	11	4.6	109	109	40	3	66	109	278	278	Cryptosporidium_parvum_Iowa_II	Protein_with_a_SET_domain_within_carboxy_region
2825	GL50803_27852	3sqgB2	3SQG	B	0.5133	2.77	0.07	0.9149	-2.45	0.839462	0.43	0.14	7.5	4.3	47	47	12	0	35	47	433	433	uncultured_archaeon	Methyl-coenzyme_M_reductase,_beta_subunit
